word	english
virolog	virologist
skar	shard
negligere	neglect
bolster	bolster
limousin	limousin
adam	adam
laesion	lesion
akvarium	aquarium
dortaerskel	threshold
spakvinde	prophet
handtere	manage
popcorn	popcorn
servitrice	waitress
hundredaret	centenary
gryn	groat
lincoln	lincoln
europaeer	european
handlavet	craft
var	spring
portor	orderly
pronomen	pronoun
smedje	forge
danser	dancer
morbror	uncle
mundlam	speechless
religios	religious
letlandsk	latvian
konsbestemme	sex
ligge	lie
nabo	neighbour
vanrogt	abuse
undlade	fail
lian	liana
udsaettelse	procrastination
pebermynte	peppermint
cylindrisk	cylindrical
christian	christian
miltbrand	anthrax
belejre	besiege
forvraenge	distort
minearbejder	miner
klokke	bell
apokope	apocope
lovemund	snapdragon
gejser	geyser
galizisk	galician
katamaran	catamaran
penicillin	penicillin
fjols	nincompoop
hierarki	hierarchy
syge	sick
tribut	homage
horfarvet	flaxen
bedstefar	grandfather
professor	professor
forenede	united
blishone	coot
autentisk	authentic
klat	blot
travl	busy
per	peter
saerpraeg	idiosyncrasy
jammer	wail
harpy	harpy
mogunge	brat
euphonium	euphonium
saerlig	very
fakkel	torch
svobe	scourge
pengemand	money
maee	bleat
rivejern	grater
nederdel	skirt
dogme	dogma
uorganisk	inorganic
leucin	leucine
mogens	magnus
syfilitiker	syphilitic
termometer	thermometer
ekstra	extra
nepal	nepal
suk	sigh
peristaltik	peristalsis
krollet	curly
star	sedge
avisdreng	paperboy
ubad	submarine
iran	iran
oblast	oblast
metonymisk	metonymic
ritus	rite
udtomt	exhausted
snage	gossip
foniks	phoenix
isstormfugl	fulmar
overraske	surprise
eksponent	exponent
irritation	irritation
kaerlig	fond
skuespiller	player
teutonsk	teutonic
filippinsk	filipino
sonneson	grandson
fladvogn	flatcar
rustfarvet	rusty
bosaede	residency
nyx	nyx
emirat	emirate
opstilling	set
ekstrudere	extrude
tallos	countless
mitra	mitre
register	register
molle	mill
roligt	deliberately
sognepraest	vicar
saedcelle	spermatozoon
syfilitisk	syphilitic
hashish	hashish
forrade	betray
soulk	salt
fordampe	evaporate
bordfodbold	foosball
arterie	artery
navnlig	namely
nepotisme	nepotism
bankier	banker
flersproget	multilingual
stemning	voice
hyldetrae	elder
nital	nine
skaber	creator
evighed	eternity
narkose	anaesthesia
sekant	secant
affiks	affix
jod	iodine
lothringen	lorraine
posten	mail
filigran	filigree
kompres	compress
orkestral	orchestral
eksistens	existence
danse	dance
universitet	university
faegtning	fencing
medgive	concede
bluse	shirt
struds	ostrich
ludvig	louis
faengslet	prison
overgive	deliver
spadom	prophecy
slovhed	ennui
akkusativ	accusative
loire	loire
ceremoniel	ceremonial
germanien	germania
indokina	indochina
juli	july
hassium	hassium
aeselhingst	jack
cerebral	cerebral
geranium	geranium
malerkunst	painting
ledig	vacant
dyrkbar	arable
sprede	spread
prestige	prestige
fletning	braid
datja	dacha
korvet	corvette
bidragsyder	contributor
dadel	criticism
padle	paddle
vaerre	worse
overlevering	tradition
lydia	lydia
horekarl	adulterer
marokkaner	moroccan
aerlighed	honesty
udlobe	expire
klik	click
indium	indium
urskive	dial
kandisere	crystallize
isotropisk	isotropic
meitnerium	meitnerium
pirog	pierogi
adressat	addressee
lim	glue
tosedreng	pussy
betler	beggar
koncentrisk	concentric
raolie	oil
positiv	positive
javaneser	javanese
lastbil	truck
ulo	ulu
metoik	metic
maoisme	maoism
orlogsflag	jack
udskaere	cut
aegte	genuine
stojlos	soundless
absolutisme	absolutism
schweizer	swiss
lorraine	lorraine
substans	substance
lederartikel	editorial
vams	doublet
beijing	beijing
rave	reel
loslade	free
mikse	mix
forfolgelse	chase
marskalstav	baton
lilian	lilian
astat	astatine
dobbeltslag	turn
kaelk	sledge
abdicere	abdicate
senegal	senegal
diffus	diffuse
rauma	rauma
elisabeth	elizabeth
poula	paula
ofte	often
burundi	burundi
kontakt	contact
halvfems	ninety
ensbetydende	amount
spastisk	spastic
hinsides	beyond
skovhugger	lumberjack
opforelse	building
semifinale	semifinal
svede	sweat
underjeg	id
rettighed	right
atavistisk	atavistic
rouge	blush
georgien	georgia
fadervor	paternoster
diarki	diarchy
bekvem	comfortable
apologet	apologist
kortlivet	ephemeral
slubre	slurp
tilfaeldig	random
tante	aunt
ekstern	external
natlig	nightly
koter	cur
aggressiv	aggressive
lutheransk	lutheran
nervecelle	neuron
sushi	sushi
hospital	hospital
netmave	reticulum
moratorium	moratorium
torklaede	headscarf
martha	martha
vajd	woad
bouillon	bouillon
gummi	rubber
bortgang	departure
skansellos	ruthless
dybsindig	deep
antaget	alleged
nag	grudge
stikord	lemma
ortodoks	orthodox
astrakan	astrakhan
eksludere	exclude
karl	charles
ideologi	ideology
eller	or
fremtid	future
michigan	michigan
fyrtarn	lighthouse
stokiometri	stoichiometry
demografisk	demographic
udsogt	choice
onskeseddel	wishlist
kardon	cardoon
umaelende	mute
cutter	cutter
kvartfinale	quarterfinal
plutonium	plutonium
morsom	funny
interval	window
jeriko	jericho
samlesaet	set
kryb	bug
koncentrere	focus
tommelfinger	thumb
rumvaesen	alien
konsulat	consulate
snorke	snore
ridse	scratch
afledning	derivative
lydord	onomatopoeia
systemisk	systemic
vas	twaddle
balun	balun
dekryptere	decrypt
klarsynet	perspicacious
romerbrevet	romans
enkestand	widowhood
skillevej	fork
katolik	catholic
kvartil	quartile
brandmur	firewall
kiel	kiel
acceptabel	palatable
torresnor	clothesline
svomning	swimming
vadomrade	wetland
edinburgh	edinburgh
skilober	skier
femte	fifth
fimbulvinter	fimbulwinter
afskrivning	depreciation
penge	money
traesko	clog
hob	herd
koresyge	carsickness
sammenligne	compare
nehemias	nehemiah
brudepige	bridesmaid
neutrum	neuter
vaeve	weave
glasur	icing
taktstok	baton
stjalet	stolen
bonne	bean
fantom	phantom
undertiden	sometimes
savl	drool
ossetier	ossetian
fangenskab	imprisonment
tredjedel	third
semikolon	semicolon
telekinese	psychokinesis
xylografi	xylography
manual	manual
beriberi	beriberi
udkigspunkt	lookout
naeseblod	nosebleed
thailand	thailand
svalehale	swallowtail
sondere	sound
forbon	intercession
omlyd	umlaut
spark	kick
eksorbitant	exorbitant
allan	alan
synapse	synapse
mergel	marl
apache	apache
kad	frisk
forstene	petrify
urinal	urinal
abuja	abuja
hundegalskab	rabies
rogror	flue
ljubljana	ljubljana
praeteritum	preterite
hovedperson	protagonist
talmud	talmud
negativ	negative
indse	understand
dodekaeder	dodecahedron
faegter	fencer
tyskland	germany
frygte	fear
aerkefjende	archenemy
seer	viewer
haiku	haiku
shakespeare	shakespeare
godkendelse	approval
igennem	through
tank	tank
samarium	samarium
bulgarskt	bulgarian
istrien	istria
slovenien	slovenia
kaki	persimmon
aegtefaelle	spouse
